|Nom|Format|Description|Prix/QTE|Prix
1018|Ravioli aux oeufs frais, pur boeuf|La barquette de 300g|[Origine : FRANCE, Pâte 60% : semoule de blé dur de qualité supérieure, eau, oeufs frais pasteurisés 10,8% (soit 140g d'oeufs frais par kg de semoule). Pourcentage exprimé sur la pâte. Farce 40% : viande bovine 41%, chapelure (farine de blé, eau, levure, sel), mortadelle pur boeuf 14% (viande bovine et gras de boeuf, eau, sel, protéines de pois), semoule de blé dur, préparation pour farce (fibre de pois, arôme, protéine et lactose du lait, oignon rissolé 1,8% (oignons, huile de palme, extrait de romarin), ail (dont blé et malt)), céleri, huile de tournesol, oignon frit déshydraté (oignons, huile de palme, extrait de romarin), carotte, sel, épices et herbes aromatiques, lait écrémé en poudre, arôme naturel (dont céleri). Pourcentages exprimés sur la farce., 2 personnes. Plongez les ravioli dans un grand volume d'eau bouillante salée. Laissez cuire 8 minutes dans l'eau frémissante en remuant de temps en temps. Egouttez et accommodez selon votre goût., Valeur énergétique en Joules :  1259kj, Valeur énergétique en Kcal : 299kcal, Glucides : 43g, Lipides : 7,7g, Protides :13g, A conserver entre 0°C et +4°C.]|"
7,33€ / Kg"|"
2,20 €"
1019|Tagliatelles aux oeufs frais|La barquette de 350g|[Origine : FRANCE, Semoule de blé dur de qualité supérieure, eau, oeufs frais pasteurisés 10,8% (soit 140g/kg de semoule)., 3 personnes. Plongez les tagliatelles dans un grand volume d'eau bouillante salée. Laissez cuire 3 minutes après reprise de l'ébullition. Egouttez et accommodez selon votre goût., Valeur énergétique en Joules :  1163kj, Valeur énergétique en Kcal : 275kcal, Glucides : 52g, Lipides : 1,9g, Protides :11g, A conserver entre 0°C et +4°C.]|"
4,91€ / Kg"|"
1,72 €"
1020|Tortellini aux oeufs frais, à la ricotta et épinards|La barquette de 300g|[Origine : FRANCE, 2 personnes. Plongez les tortellini dans un grand volume d'eau bouillante salée. Laissez cuire 6 minutes dans l'eau frémissante en remuant de temps en temps. Egouttez et accommodez selon votre goût., Pâte 60% : semoule de blé dur de qualité supérieure, eau, oeufs frais 10,8% (soit 140g/kg de semoule). Pourcentage exprimé sur la pâte. Farce 40% : flocons de pomme de terre déshydratés (pomme de terre déshydratée, émulsifiant : mono- et diglycéridesd'acides gras, stabilisant : diphosphate disodique, antioxydant : palmitate d'ascorbyle) ricotta de vache 18% (sérum de lait de vache, crème, sel, acidifiant : acide citrique), semoule de blé dur, épinards 14%, fromage blanc, basilic, huile de tournesol, persil, sel, arôme naturel (dont lait), ail. Pourcentages exprimés sur la farce. Traces de céleri., Valeur énergétique en Joules :  11101kj, Valeur énergétique en Kcal : 263kcal, Glucides : 45g, Lipides : 4,3g, Protides :9,4g, A conserver entre 0°C et +4°C. Conditionné sous atmosphère protectrice.]|"
7,33€ / Kg"|"
2,20 €"
1021|Tortellini aux oeufs frais, au jambon cru|La barquette de 300g|[Origine : FRANCE, Pour 2 personnes. Plongez les tortellini dans 2 litres d'eau salée en ébullition. Laissez cuire 8 à 9 minutes après reprise de l'ébullition. Egouttez et servez chaud accommodé selon votre goût de beurre, crème fraîche, sauce tomate ou d'un filet d'huile d'olive., Pâte 65% : semoule de blé dur de qualité supérieure, eau, oeufs frais pasteurisés 10,5% (soit 140g par kg de semoule). Farce 35% : jambon cru 25% (jambon de porc, sel, sucre, conservateur : E252, épices), chapelure (farine de blé, eau, levure, sel),ricotta 20,6% (sérum de lait, lait, crème, sel, correcteur d'acidité : E330), mortadelle (viande et gras de porc, viande de boeuf, protéine de blé, sel, dextrose de maïs, lactose, arômes naturels, fibre de blé), huile de palme, eau, flocons de pommede terre (pommes de terre déshydratées, émulsifiant : E471, antioxydants : E304, E300, correcteur d'acidité : E330), arômes, sel. Traces de soja, sésame et fruits à coques., Valeur énergétique en Joules :  1127Kj, Valeur énergétique en Kcal : 267Kcal, Glucides : 41g, Lipides : 6,1g, Protides :12g, A conserver entre 0°C et +4°C.]|"
6,90€ / Kg"|"
2,07 €"
1022|Délices soufflés au brochet sauvage|La barquette de 480g|[Origine : FRANCE, Georges Ecochard vous invité à partager de bons moments en dégustant en famille, entre amis ou tout simplement en tête à tête, ses savoureux délices soufflés., Au four préchauffé 10 min à 180°C ou Th6 et nappés d'une sauce de votre choix: 55 min. A la casserole, nappés d'une sauce de votre choix : 30 min. A la poêle, coupés en rondelles : 10 min à feu moyen et sans couvercle., Conservation entre 0 et +4°c maximum.]|"
8,25€ / Kg"|"
3,96 €"
1023|Délices soufflés natures|La barquette de 480g|[Origine : FRANCE, Georges Ecochard vous invité à partager de bons moments en dégustant en famille, entre amis ou tout simplement en tête à tête, ses savoureux délices soufflés., Au four préchauffé 10 min à 180°C ou Th6 et nappés d'une sauce de votre choix: 55 min. A la casserole, nappés d'une sauce de votre choix: 30 min. A la poêle, coupés en rondelles : 10 min à feu moyen et sans couvercle., Conservation entre 0 et +4°c maximum.]|"
7,35€ / Kg"|"
3,53 €"
1024|Quenelles lyonnaises natures|Le paquet de 240g|[Origine : FRANCE, Au four : préchauffez votre four pendant 10min. à 180°C (ou Th. 6). Disposez les quenelles dans un plat à gratin sans les serrer. Nappez-les d'une sauce de votre choix (Nantua, béchamel, financière, tomate) et laissez-les gonfler pendant 25 à 30 minà la même température. Retirez du four et servez aussitôt. A la casserole : disposez les quenelles dans une casserole sans les serrer. Nappez-les d'une sauce de votre choix (Nantua, béchamel, financière, tomate), couvrez-les et laissez-les mijoter àfeu doux pendant 25 à 30 minutes. A la poêle : coupez les quenelles en rondelles et disposez-les dans une poêle anti-adhésive. Laissez-les dorer à feu moyen pendant 10 min en prenant soin de les retourner de temps en temps.  Four. Casserole. Poêle., Oeufs frais 29%, farine de blé, eau, huile de palme non hydrogénée, blancs d'oeufs, sel et arome naturel. Présence possible de poisson et de protéines de lait., Valeur énergétique en Joules :  891, Valeur énergétique en Kcal : 214, Glucides : 16,6g, Lipides : 13,2g, Protides :7,1g, A conserver entre 0°c et 4°C.]|"
6,50€ / Kg"|"
1,56 €"
1025|Quenelles brochet, pur beurre|La barquette de 200g|[Origine : FRANCE, La quenelle bressane naît en 1880 de l'heureux mariage d'ingrédients du terroir : semoule de blé dur, oeufs et beurre frais, brochet. En 1910, Henri Giraudet dote la quenelle de nouvelles saveurs dans le respect d'un savoir-faire fait de simplicité,de raffinement, d'authenticité. Une tradition cultivée avec patience et passion : chez Giraudet, on moule encore certaines quenelles à la cuillères ! Aux écrevisses ou aux morilles, à la volaille ou nature, les quenelles Giraudet participent à un artde vivre empreint de saveurs et de convivialité., Oeufs frais, brochet (20.5%), semoule de blé dur, beurre (12.5%), eau, lait frais écrémé, sel., Valeur énergétique en Joules :  1061,5kj, Valeur énergétique en Kcal : 4437kcal, Glucides : 16,8g, Lipides : 17,8g, Protides :8g, Conservation de 0 à +4°C.]|"
15,75€ / Kg"|"
3,15 €"
1026|Quenelles natures, pur beurre|La barquette de 200g|[Origine : FRANCE, La quenelle bressane naît en 1880 de l'heureux mariage d'ingrédients du terroir : semoule de blé dur, oeufs et beurre frais, brochet. En 1910, Henri Giraudet dote la quenelle de nouvelles saveurs dans le respect d'un savoir-faire fait de simplicité,de raffinement, d'authenticité. Une tradition cultivée avec patience et passion : chez Giraudet, on moule encore certaines quenelles à la cuillère ! Aux écrevisses ou aux morilles, à la volaille ou nature, les quenelles Giraudet participent à un artde vivre empreint de saveurs et de convivialité., Pour des quenelles bien gonflées et moelleuses, votre sauce devra être liquide, peu salée et abondante (le poids de la sauce à peu près équivalent au poids des quenelles). Au four: préchauffez votre four 10 mn à 220°C (Th 7-8). Disposez les quenellesdans un plat à gratin sans les serrer. Recouvrir avec la sauce de votre choix. Laissez gonfler et gratiner les quenelles pendant environ 20 minutes. Servir immédiatement après la sortie du four. A la casserole: disposez les quenelles sans les serreret les recouvrir avec la sauce de votre choix. Laissez gonfler les quenelles à couvert sur feu doux et à petite ébullition pendant environ 12 minutes.  Four. Casserole., Oeufs frais, semoule de blé dur, beurre (17%), eau, lait frais écrémé, sel., Valeur énergétique en Joules :  1061,5, Valeur énergétique en Kcal : 254,7, Glucides : 17,8g, Lipides : 16,8g, Protides :8g, Conservation de 0°C à +4°C.]|"
16,05€ / Kg"|"
3,21 €"
1027|Sauce nantua, écrevisses|Le pot de 250g|[Origine : FRANCE, Au four traditionnel : ajoutez 2 à 3 cuillerées à soupe de crème ou d'eau pour compenser l'évaporation à la cuisson. Au four micro-ondes : 2 minutes sans le couvercle. A la casserole : feu doux en remuant régulièrement.  Four. Micro-ondes. Casserole., Fumet d'écrevisses (eau, écrevisses : 10%), lait frais écrémé, crème fraîche, beurre, vin blanc, concentré de tomates, farine de blé, amidon transformé, queues d'écrevisses décortiquées (1%), sel, madère, oignons, épices., A conserver de 0°C à +4°C. A consommer de préférence 48h après ouverture.]|"
13,44€ / Kg"|"
3,36 €"
1028|Polenta nature, galettes de farine de maïs|Les 6 galettes, 250g|[Origine : ITALIE, Micro-ondes: 3minutes. Poele: frire à l'huile ou au beurre 4 minutes de chauqe côté., Eau, farine de maïs, sel, correcteur d'acidité: acide tartrique, conservateur: acide ascorbique., A conserver au frais entre 0 et +4°C.]|"
11,96€ / Kg"|"
2,99 €"
1030|Mezzaluna aux oeufs frais, ricotta et basilic, fabrication artisanale|La barquette de 250g|[Origine : ITALIE, Préparation : porter a ébullition 1 litre d'eau pour 100g de pâtes et ajouter une cuillère de gros sel. Lorsque l'eau bout, immerger les pâtes et les laisser cuire pendant 5 minutes pour obtenir une cuisson ferme ('al dente').  Ne pas percer l'emballage.  Casserole., Pâte : semoule de blé dur, farine de blé tendre type '0', oeufs entiers pasteurisés (17.4% de la pâte, 8.7% sur le total du produit), eau, gluten. Farce : ricotta (74.8% sur la farce, 37.4 sur le total du produit), basilic (10.4% sur la farce, 5.2% sur le total du produit), crème de riz, sérum de lait en poudre, sel, arômes, fromage 'grana' (lait, sel, présure), poivre, noix de muscade. Allergènes : gluten, oeuf, produits dérivés du lait. Sans colorant, ni conservateur., Valeur énergétique en Joules :  1030Kj, Valeur énergétique en Kcal : 243KCal, Glucides : 43,7g, Lipides : 3,9g, Protides :8,3g, Conserver au réfrigérateur entre 0°C et +4°C. Une fois ouvert le produit doit être conservé au réfrigérateur et consommé dans les 3 jours.]|"
16,80€ / Kg"|"
4,20 €"
1031|Mezzaluna aux oeufs frais, ricotta et cèpes, fabrication artisanale|La barquette de 250g|[Origine : ITALIE, Préparation : porter a ébullition 1 litre d'eau pour 100g de pâtes et ajouter une cuillère de gros sel. Lorsque l'eau bout, immerger les pâtes et les laisser cuire pendant 5 minutes pour obtenir une cuisson ferme ('al dente').  Ne pas percer l'emballage.  Casserole., Pâte : semoule de blé dur, farine de blé tendre type '0', oeufs entiers pasteurisés (17.4% de la pâte, 8.7% sur le total du produit), eau, gluten. Farce : ricotta, crème de riz, sérum de lait en poudre, eau, sel, extrait de champignon, fromage 'grana' (lait, sel, présure), cèpes déshydratés (0.83% sur la farce, 0.41% sur Ie total du produit), cèpes en poudre (0.83% sur la farce, 0.41% sur le total du produit), huile de tournesol, poivre, noix de muscade. Allergènes : gluten, oeuf, produits dérivés du lait. Sans colorant, ni conservateur., Valeur énergétique en Joules :  969Kj, Valeur énergétique en Kcal : 229KCal, Glucides : 39,1g, Lipides : 3,5g, Protides :10,3g, Conserver au réfrigérateur entre 0°C et +4°C. Une fois ouvert le produit doit être conservé au réfrigérateur et consommé dans les 3 jours.]|"
16,80€ / Kg"|"
4,20 €"
1032|Mezzaluna Bella Lodi & tomates séchées|La barquette de 250g|[Origine : ITALIE, Pâtes fraîches farcies de fabrication artisanale aux oeufs et à la semoule de blé dur., Pour 2/3 personnes. Porter à ébullition 1 litre d'eau salée pour 100 g de pâtes. Immerger les pâtes et les laisser cuire pendant 4 minutes pour obtenir une cuisson al dente. Egoutter et condimenter à votre gré., Conserver au réfrigérateur à max +4°C et consommer dans les 3 jours suivant l'ouverture.]|"
17,00€ / Kg"|"
4,25 €"
1035|Spaghettis aux oeufs frais, fabrication artisanale|Le paquet de 250g|[Origine : ITALIE, Pâtes fraîches de fabrication artisanale aux oeufs frais. Tréfilées en moule en bronze., 2/3 personnes. Porter à ébullition 1 litre d'eau pour 100g de pâtes et ajouter une cuillère de gros sel. Quand l'eau bout, immerger les pâtes et les laisser cuire pendant 5 minutes pour obtenir une cuisson ferme ('al dente'). Egoutter et accommoder àvotre gré., Semoule de blé dur, oeufs pasteurisés (20%), eau. Informations sur les allergènes : oeufs., Valeur énergétique en Joules :  1226,1Kj, Valeur énergétique en Kcal : 288,7KCal, Glucides : 56,7g, Lipides : 2,3g, Protides :10,3g, Conserver au réfrigérateur à la température max de +4°C. Conditionné sous atmosphère protectrice. Ne pas percer l'emballage. Une fois ouvert, le produit doit être conservé au réfrigérateur et consommédans les 3 jours.]|"
12,36€ / Kg"|"
3,09 €"
1036|Tagliatelles aux oeufs frais, fabrication artisanale|Le paquet de 250g|[Origine : ITALIE, Pâtes fraîches de fabrication artisanale aux oeufs frais. Tréfilées en moule en bronze., Porter à ébullition 1 litre d'eau pour 100g de pâtes et ajouter une cuillère de gros sel. Quand l'eau bout, immerger les pâtes et les laisser cuire pendant 5 minutes pour obtenir une cuisson ferme ('al dente'). Egoutter et accommoder à votre gré., Semoule de blé dur, oeufs pasteurisés (20%), eau. Informations sur les allergènes : oeufs., Valeur énergétique en Joules :  1226,1Kj, Valeur énergétique en Kcal : 288,7KCal, Glucides : 56,7g, Lipides : 2,3g, Protides :10,3g, Conserver au réfrigérateur à la température max de +4°C. Conditionné sous atmosphère protectrice. Ne pas percer l'emballage. Une fois ouvert, le produit doit être conservé au réfrigérateur et consommédans les 3 jours.]|"
12,60€ / Kg"|"
3,15 €"
1037|Tortelloni artichauts & speck|La barquette de 250g|[Origine : ITALIE, Pâtes fraîches farcies de fabrication artisanale aux oeufs et à la semoule de blé dur., Pour 2/3 personnes. Porter à ébullition 1 litre d'eau salée pour 100 g de pâtes. Immerger les pâtes et les laisser cuire pendant 4 minutes pour obtenir une cuisson al dente. Egoutter et condimenter à votre gré., Pâte 60% : farine de blé, semoule de blé dur 14%, oeufs 14%, eau. Farce 40% : fromage ricotta (lactosérum, crème de sérum), purée d'artichauts 21% (artichauts, huile de tournesol, sel, extrait de levure, ail en poudre), jambon speck 17% (viande de porc, sel, dextrose, saccharose, arômes, épices, antioxydant : E301, conservateurs : E250, E262), chapelure (farine de blé, levure, sel), farine de riz, fromage râpé, lactosérum en poudre, sel, huile de tournesol, fibre végétale. Allergènes : oeufs, gluten, lait. Peut contenir des traces de fruits à coques, soja, céleri., Conserver au réfrigérateur à max +4°C et consommer dans les 3 jours suivant l'ouverture.]|"
16,80€ / Kg"|"
4,20 €"
1038|Cubes à poêler à la pomme de terre, croustillants & fondants|Le sachet de 300g|[Origine : FRANCE, Valeur énergétique en Joules :  703kj, Valeur énergétique en Kcal : 168kcal, Glucides : 30g, Lipides : 3,3g, Protides :2,3g]|"
7,47€ / Kg"|"
2,24 €"
1039|Demi-Lune, tomate, basilic et mozzarella|La barquette de 300g|[Origine : FRANCE, Des Demi-Lune extra fondantes et généreuses en farce au bon goût de Tomate et de Mozzarella pour un plaisir ultra-gourmand !, - Plongez vos demi-lunes dans l'eau bouillante salée.                          - Baissez alors à feu moyen et faites cuire dans l'eau frémissante pendant 3 minutes, en remuant de temps en temps., Pâte 50% : (semoule de BLE dur, eau, OEUF frais 10.4%, tomate déshydratée 0.5%).Pourcentage exprimé sur la pâte. Farce 50% (tomate pulpe et purée 39%,  CREME FRAICHE, MOZZARELLA 10%, RICOTTA, huile d'olive vierge extra 5%, basilic 5%, semoule deBLE dur, flocons de pomme de terre (LAIT), LACTOSE ET PROTEINE DE LAIT, amidon transformé, oignon déshydraté, ail 1%, sel, blanc d'OEUFen poudre, sucre, thym , extrait d'épice, arome), Valeur énergétique en Joules :  1009, Valeur énergétique en Kcal : 240, Glucides : 35, Lipides : 7, Protides :8,5, à conserver au frais entre 0  et +4 C]|"
9,33€ / Kg"|"
2,80 €"
1040|Demi-lune aubergine mozarellaa|La barquette de 250g|[Origine : FRANCE, Des Demi-Lune extra fondantes et généreuses en farce au bon goût d'Aubergine et de Mozzarella pour un plaisir ultra-gourmand !, - Plongez vos demi-lunes dans l'eau bouillante salée.                          - Baissez alors à feu moyen et faites cuire dans l'eau frémissante pendant 3 m en remuant de temps en temps., Pâte (50%) : semoule de blé dur de qualité supérieure, eau, oeufs frais 10,3% (soit 140g d'oeufs frais/kg de semoule). Farce (50%) : aubergines 41%, tomates 20% (purée et pulpe), mozzarella 7%, oignons, lactose et protéines de lait, flocons de pommede terre, semoule de blé dur de qualité supérieure, huile d'olive vierge extra 3%, amidon transformé, sel, ail, thym 0,7% (feuilles et fleurs), extrait d'épice 0,35% d'arôme.                                                  Produit dans un atelier utilisant du poisson, des crustacés et des noix., Valeur énergétique en Joules :  970kj, Valeur énergétique en Kcal : 227Kcal, Glucides : 34g, Lipides : 6g, Protides :7g, A conserver entre 0°C et 4°C.]|"
11,20€ / Kg"|"
2,80 €"
1041|Fettuccini, oeufs frais|la barquette de 350g|"[Origine : FRANCE, Des fettuccini fermes & fondantes aux bons oeufs frais qui régaleront toute la famille !                                                            Mention ""Lustucru fabrique en France"", Plongez directement vos fettuccini dans l'eau bouillante salée. Baissez à feu doux et faites cuire, sans bouillir, 3 min en remuant de temps en temps., Semoule de BLE dur de qualité supérieure, eau, OEUF frais 10,3% (soit 140g d'oeufs/kg de semoule), sel., Valeur énergétique en Joules :  1143, Valeur énergétique en Kcal : 270, Glucides : 51, Lipides : 1,9, Protides :10, à conserver au frais entre 0  et +4 C]"|"
6,46€ / Kg"|"
2,26 €"
1042|Frites fraîches|Le paquet de 750g|[Origine : FRANCE]|"
5,32€ / Kg"|"
3,99 €"
1043|Gnocchi à poêler|Le sachet de 305g|[Origine : FRANCE, Laissez-vous tenter par les Gnocchi à poêler de Lustucru Sélection : des Gnocchi à la fois savoureux et faciles à préparer ! Leur recette unique les rend délicieusement croustillants à l'extérieur et moelleux à l'intérieur !, 2/3 assiettes. A déguster en plat principal ou en accompagnement. Etape 1 (à la poêle 2 minutes sans couvercle) : faire fondre une noix de beurre dans une poêle antiadhésive. Saisir les gnocchi à feu vif tout en les remuant pour un résultat croustillant à l'extérieur. Etape 2 (à la poêle 3 minutes avec couvercle) : couvrir ensuite les gnocchi pour les rendre moelleux à l'intérieur. Laisser cuire à feu doux sans oublier de retourner de temps en temps. Servir aussitôt., Flocons de pomme de terre réhydratés (lait) 60%, semoule de blé dur, huile de colza, sel, farine de blé.                                                      Peut contenir des traces de lait et d'oeufs., Valeur énergétique en Joules :  771kj, Valeur énergétique en Kcal : 183kcal, Glucides : 33g, Lipides : 2,7g, Protides :5g, A conserver entre 0°C et +4°C.]|"
6,75€ / Kg"|"
2,06 €"
1044|Gnocchi à poêler|Le sachet de 500g|[Origine : FRANCE, Laissez-vous tenter par les Gnocchi à Poêler de Lustucru Sélection : des gnocchi à la fois savoureux et faciles à préparer !Leur recette unique les rend délicieusement croustillants à l'extérieur et moelleux à l'intérieur !, - ETAPE 1 : 2 min SANS couvercle : Faire fondre une noix de beurre dans une poêle anti-adhésive. Saisir les gnocchi à feu vif tout en les remuant pour un résultat croustillant à l'extérieur., Flocons de pomme de terre réhydratées 60%, semoule de blé dur de qualité supérieure, huile de colza, farine de blé. Peut contenir des traces de lait et d'oeufs., Valeur énergétique en Kcal : 183kcal, Glucides : 33g, Protides :5g, A conserver entre 0° et +4°C. Conditionné sous atmosphère protectrice.]|"
6,24€ / Kg"|"
3,12 €"
1045|Gnocchi aux pommes de terre|Le sachet de 650g|[Origine : FRANCE, Des gnocchi moelleux au bon goût de pomme de terre qui séduiront petits et grands !, 5-6 personnes. Plongez directement vos gnocchi dans l'eau bouillante salée. A reprise de l'ébullition, faites cuire 2 min pour des gnocchi moelleux., Flocons de pomme de terre réhydratés (lait) 60%, semoule de blé dur, huile de colza, sel, farine de blé.                                                      Peut contenir des traces de lait et d'oeufs., Valeur énergétique en Joules :  740kj, Valeur énergétique en Kcal : 183kcal, Glucides : 33g, Lipides : 0,7g, Protides :5g, A conserver entre 0 et +4°C. Conditionné sous atmosphère protectrice.]|"
5,23€ / Kg"|"
3,40 €"
1046|Gnocchi balls à poêler, sans conservateur|Le sachet de 300g|[Origine : FRANCE, Laissez-vous tenter par les Gnocchi Balls à Poêler Lustucru Sélection : des billes de gnocchi à poêler croustillantes et moelleuses pour varier les plaisirs et toujours aussi faciles à préparer !, Pour des Gnocchi Balls croustillants et moelleux !u à l'apéritif sur des pics e- ETAPE 1 : 2 min SANS couvercle : Faire fondre une noix de beurre dans une poêle anti-adhésive. Saisir les gnocchi balls à feu vif tout en les remuant pour un résultat croustillant à l'extérieur.                                        - ETAPE 2 : 3 min AVEC couvercle : Couvrir ensuite les gnocchi balls pour les rendre moelleux à l'intérieur. Laisser cuire à feux doux sans oublier de retourner de temps en temps. Servir aussitôt., Flocons de pommes de terre déshydratés (60%), semoule de blé dur de qualité supérieure, huile de colza, sel, farine de blé., Valeur énergétique en Joules :  771kj, Valeur énergétique en Kcal : 183kcal, Glucides : 33g, Lipides : 2,7g, Protides :5g, A conserver entre 0°C et +4°C.]|"
7,67€ / Kg"|"
2,30 €"
1047|Gnocchi pommes de terre|Le sachet de 380g|[Origine : FRANCE, Des gnocchi moelleux au bon goût de pomme de terre qui séduiront petits et et grands !, Plongez les Gnocchi dans 2,5 litres d'eau bouillante salée. Remuez délicatement et laissez cuire 2 minutes. Egouttez et accommodez à votre goût., Flocons de pomme de terre réhydratés (lait) 60%, semoule de blé dur, huile de colza, sel, farine de blé.                                                      Peut contenir des traces de lait et d'oeufs., Valeur énergétique en Kcal : 183kcal, Glucides : 33g, Protides :5g, A conserver entre 0°C et +4°C. Conditionné sous atmosphère protectrice.]|"
5,95€ / Kg"|"
2,26 €"
1048|Mini quenelles natures, à poêler|Le paquet de 250g|[Origine : FRANCE, Laissez-vous tenter par les Mini Quenelles à Poêler Nature Lustucru Sélection pour un plaisir extra fondant !, Pour des Mini Quenelles à Poêler PARFAITES !                                                                                                                 ETAPE 1 : 2 min SANS couvercle : Faire fondre une noix de beurre dans une poêle anti-adhésive. Saisir les Mini Quenelles à feu vif tout en les remuant jusqu'à ce qu'elles soient bien dorées.                                               ETAPE 2 : 3 min AVEC couvercle : Couvrir ensuite les Mini Quenelles pour les faire gonfler. Laisser cuireà feux doux sans oublier de retourner de temps en temps. Servir aussitôt., Oeufs frais entiers 27%, eau, farine de blé, huile de tournesol ou de colza, lactose et protéines de lait, sel, semoule de blé dur, arôme, lait écrémé en poudre, extraits d'épices.Produit fabriqué dans un atelier utilisant du poisson et des crustacés.                                                                                       Sans colorant*, sans conservateur*                                             *Conformément à la réglementation, Valeur énergétique en Joules :  1148Kj, Valeur énergétique en Kcal : 252Kcal, Glucides : 19g, Lipides : 20g, Protides :5,7g, A conserver entre 0°C et + 4°C. Conditionné sous atmosphère protectrice.]|"
9,56€ / Kg"|"
2,39 €"
1049|Pommes de terre noisettes à poêler|Le sachet de 300g|[Origine : FRANCE, Des noisettes de pomme de terre garanties sans huile de palme pour révéler leur saveur !, 2/3 personnes. Pour des noisettes fondantes et croustillantes : étape 1 : mettre un peu d'huile dans une poêle anti-adhésive, saisir les noisettes à feu vif (2 minutes) tout en remuant pour bien les dorer. Etape 2 : baisser l'intensité à feu moyen etlaisser dorer les noisettes (3-4 minutes) tout en les retournant de temps en temps. Servir bien chaud., Flocons de pomme de terre réhydratés 67%, semoule de blé dur de qualité supérieure 15%, oeufs frais 13%, huile végétale (tournesol ou colza), sel, farine de blé, arôme (lait). Sans conservateur., Valeur énergétique en Joules :  744kj, Valeur énergétique en Kcal : 177kcal, Glucides : 26g, Lipides : 6,2g, Protides :2,9g, A conserver entre 0°C et 4°C. Conditionné sous atmosphère protectrice.]|"
7,53€ / Kg"|"
2,26 €"
1050|Ravioles à poeler|Le sachet de 280g|[Origine : FRANCE, Découvrez la saveur raffinée des Ravioles à Poêler de Lustucru Sélection ! Des ravioles à la pâte dorée légèrement croustillante, et à la face fondante si savoureuse ! En apéritif ou accompagnées d'une salade, elles raviront vos papilles ! Faciles etrapides à préparer, faites-vous plaisir en toute simplicité !, 2/3 personnes. Faire chauffer une cuillère à soupe d'huile dans une poêle anti-adhésive. Verser le contenu de la barquette et faire dorer légèrement les Ravioles à feu moyen pendant 5 minutes en les retournant régulièrement. Servir aussitôt., Pâtes fraîches farcies cuites : (pâtes farcies (pâte 59% (semoule de blé dur, eau, oeufs frais), farce 41% (crème fraîche, fromages 34% (ricotta 20%, emmental 10%, fromage frais), persil 8%, flocon de pomme de terre, semoule de blé dur, huile de colza ou tournesol, arômes, sel, basilic, citron concentré, ciboulette, extrait d'épice, extrait de levure, échalote)), eau, crème uht, arôme, sel, émulsifiant : lécithine de soja). Produit fabriqué dans un atelier utilisant du poisson, des crustacés etdes fruits à coques., Valeur énergétique en Joules :  816kj, Valeur énergétique en Kcal : 194kcal, Glucides : 25g, Lipides : 7g, Protides :6,8g, A conserver entre 0°C et +4°C. Conditionné sous atmosphère protectrice.]|"
10,68€ / Kg"|"
2,99 €"
1051|Ravioli aux oeufs frais, 4 fromages|La barquette de 300g|[Origine : FRANCE, Des ravioli fondants au bon goût de fromage à déguster en toute simplicité pour le plus grand plaisir de toute la famille !, - Plongez vos ravioli dans l'eau bouillante salée.                            - Baissez alors à feu moyen et faites cuire dans l'eau frémissante pendant 3 min, en remuant de temps en temps., Pâte (50%) : semoule de blé dur de qualité supérieure, eau, oeufs frais 10,3% (soit 140g d'oeufs frais/kg de semoule). Farce (50%) : ricotta 21%, fromage frais 20%, crème fraîche, semoule de blé dur, flocons de pomme de terre, emmental fondu 7% (emmental, fromages, protéines de lait, épaississant E1412, beurre, sel), fromage à pâte dure râpée 7%, riz cuit, lactose et protéines de lait, arômes, huile végétale (tournesol ou colza), persil 1%, sel, amidon transformé, extraits de levure, extrait d'épice. Produit dans un atelier utilisant du poisson, des crustacés et des noix., Valeur énergétique en Joules :  1101, Valeur énergétique en Kcal : 245kcal, Glucides : 34g, Lipides : 7,1g, Protides :11g, A conserver entre 0°C et +4°C. Conditionné sous atmosphère protectrice.]|"
9,63€ / Kg"|"
2,89 €"
1052|Ravioli aux oeufs frais, jambon|La barquette de 300g|"[Origine : FRANCE, Des ravioli fondants associés à une farce savoureuse à déguster en toute simplicité pour le plus grand plaisir de toute la famille !                                                                                          Mention ""Qualité Jambon de Paris garantie"", - Plongez vos ravioli dans l'eau bouillante salée.                            - Baissez alors à feu moyen et faites cuire dans l'eau frémissante pendant 3 minutes, en remuant de temps en temps., Pâte (50%) : semoule de blé dur de qualité supérieure, eau, oeufs frais 7%.    Farce (50%) : Jambon cuit de Paris de qualité supérieure 24% (jambon de porc, arôme), semoule de blé dur, fromage frais, riz cuit, eau, huile de colza ou tournesol, lardons de porc fumés cuits, crème fraîche 5%, flocons de pomme de terre, arômes, oignons, sucre, extraits d'épices, sel, extraits de levure.                                                                                         Produit dans un atelier utilisant du poisson, des crustacés et des noix., Valeur énergétique en Joules :  1039, Valeur énergétique en Kcal : 240kcal, Glucides : 36g, Lipides : 5,9g, Protides :10g, A conserver entre 0 et +4°C.]"|"
8,50€ / Kg"|"
2,55 €"
1053|Pizza au speck et mozzarella, cuite au feu de bois|Le paquet de 400g|[Origine : FRANCE, Valeur énergétique en Joules :  2135g, Valeur énergétique en Kcal : 509kcal, Glucides : 60g, Lipides : 19g, Protides :22g]|"
13,53€ / Kg"|"
5,41 €"
