,enseigne,url,nom,marque,quantite,poids_volume,unite,poids_volume_total,descriptif,ingredients,conservation,valeurs_energetiques,origine,prix,prix_poids
0,Simply,"http://www.livraison.simplymarket.fr/acheter-crepes-fromages-x20-auchan-1kg-auchan,45631,101,761,3361.htm",CREPES FROMAGES AUCHAN,AUCHAN,20,,KG,1,Crepe en forme 1/2 lune fourree d'une bechamel aux fromages,"Pate (45%) : eau, farine de ble, ufs frais (8.6%), poudre de lait, huile de tournesol, dextrose, sel. Garniture (55%) : Eau, farine de ble, margarine vegetale (graisses et huiles vegetales (palme, colza), eau, sel, emulsifiants : mono et diglycerides d'acides gras, correcteurs d'acidite : acide citrique et citrate de sodium, colorant : beta carotene, diacetyle), lactose et proteines de lait, emmental (4%), comte (3.9%), fromage(1.4%), arome, sel, epices.(pourcentages exprimes sur 100g de garniture)",* 24 heures au refrigerateur  ** 3 jours au compartiment a glace du refrigerateur  *** jusqua la date indiquee sur lemballage au congelateur a-18C. Ne jamais recongeler un produit decongele.,"Valeur energetique pour 100g :  629 KJ, 150  Kcal ; Proteines : 6,5 ;  Glucides : 17,2 ; Lipides : 6,1",,"3,34","3,34"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-crepes-roulees-jambon-fromage-x6-findus-250g-findus,140555,101,761,3361.htm",CREPES ROULEES JAMBON FROMAGE FINDUS,Findus,6,,G,250,6 crepes roulees jambon et fromage.,"Pate 48% : Eau, farine de ble, ufs, lait ecreme en poudre, huile de tournesol, dextrose de ble, sel. Garniture 52% : Lait ecreme, jambon de porc cuit 10% (dont sel, dextrose, sirop de glucose, aromes (dont fruits a coque), conservateurs : nitrite de sodium, antioxygene : erythorbate de sodium), farine de ble, emmental 6%, huile de tournesol, lardons fumes (poitrine de porc fumee, sel, dextrose, arome, acidifiant : acide citrique, conservateurs : ascorbate et nitrite de sodium), creme fraiche, eau, extraits naturels de poivre et de muscade, sel. Pourcentages exprimes pour 100g  de garniture.",24h dans un refrigerateur. 3 jours dans le compartiment a glace d'un refrigerateur. Plusieurs mois dans le compartiment a -18C d'un refrigerateur 3*** ou dans un congelateur. Ne pas recongeler ce produit.,"Proteines : 7 g Glucides : 20 g dont sucres : 6.5 g Lipides : 6.5 g dont acides gras satures : 1.9 g Fibres alimentaires : 3 g Sodium 0,2 g 700 kJ (170 kcal).",,"3,39","13,56"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-galettes-completes-jambon-emmental-champignons-x2-auchan-240g-auchan,79851,101,761,3361.htm",GALETTES COMPLETES JAMBON EMMENTAL CHAMPIGNONS AUCHAN,AUCHAN,2,,G,240,"2 galettes au jambon, a l'emmental et aux champignons, surgelees.","Garniture (54%) : creme fraiche, jambon cuit superieur 28% (jambon de porc, sel, dextrose, sirop de glucose, aromes (contient fruits a coques), conservateurs : nitrite de sodium, antioxygene : erythorbate de sodium), champignons frais 18%, emmental 13%, eau, farine de ble, margarine vegetale (graisses et huiles vegetales en l'etat et/ou hydrogenees de palme et colza, eau, sel, emulsifiants : mono et diglycerides d'acides gras, correcteurs d'acidite : acide citrique, citrate de sodium ; colorant : beta-carotene, arome : diacetyle), vin blanc, huile d'olive vierge extra, ciboulette, aromes (dont colorant : E150c), sel, extrait naturel de poivre. (pourcentages exprimes sur la garniture)",* 24 heures au refrigerateur ** 3 jours au compartiment a glace du refrigerateur *** jusqua la date indiquee sur lemballage au congelateur a-18C. Ne jamais recongeler un produit decongele.,"Valeur energetique pour 100g :  846 KJ, 203  Kcal ; Proteines : 8,6 ;  Glucides : 13,1 ; Lipides : 12,9",,"2,82","11,75"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-feuilletes-saint-jacques-x4-auchan-400g-auchan,134311,101,761,3361.htm",FEUILLETES SAINT-JACQUES AUCHAN,AUCHAN,4,,G,400,Entree feuilletee garnie de creme aux Saint Jacques.,"Pate (50%) : farine de ble, margarine (graisses vegetales de palme et colza, eau, sel,  emulsifiants : mono et diglycerides dacides gras, correcteur dacidite : acide citrique, colorant : carotenoides melanges), eau, sel, poudre d'oeuf.Garniture (50%) : noix de St Jacques** (25%), chair de colin dAlaska, eau, champignons de Paris (8,8%) (champignons de Paris, eau, sel, acidifiant : acide citrique, antioxydant : acide ascorbique, conservateur : metabisulfite de sodium), Vermouth ( Vermouth, melange denaturant, colorant : caramel, stabilisants : gomme arabique, acide metatartrique, conservateur : sulfites), echalotes, roux blanc (farine de ble, matiere grasse vegetale de palme), amidon modifie de ble, oeuf entier, beurre concentre (colorant :  beta-carotene), poudre de lait, creme, fumet de poisson aromatise (tomate, farine de ble, poisson en poudre, huile de palme, sel, amidon modifie de manioc, aromes, maltodextrine, epices et aromates, epaississant : gomme de xanthane, extrait de crustaces, extrait de vin blanc ), sel, arome.(Pourcentages exprimes sur la garniture)Traces eventuelles d'arachides, soja, fruits a coque, celeri, moutarde, lupin et sesame..",A conserver au congelateur a -18C. Ne jamais recongeler un produit decongele.,"Valeur energetique pour 100 g : 1033 KJ , 247 Kcal ; Proteines 6,2 ; Glucides 22,6 ; Lipides 14,4",,"4,03","10,08"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-feuilletes-chevre-x4-auchan-400g-auchan,162135,101,761,3361.htm",FEUILLETES CHEVRE AUCHAN,AUCHAN,4,,G,400,"Paniers feuilletes au fromage de chevre, surgeles","Pate (50%) : farine de ble, margarine (matieres grasses vegetales de palme et colza, eau, sel, emulsifiants : mono et diglycerides d'acides gras, correcteur d'acidite : acide citrique), eau, sel, poudre d'oeuf.Garniture (50%) : fromage de chevre (48%), eau, preparation pour bechamel (amidon modifie de pomme de terre, lactoserum, matiere grasse vegetale de palme, amidon de ble, lait ecreme en poudre, lactose, proteines de lait, sel, epaississant : alginate de sodium, muscade, poivre), arome.(Pourcentage exprime sur la garniture)Traces eventuelles de crustaces, poissons, soja, fruits a coque, celeri, moutarde, sesame, mollusques.",** 3 jours au compartiment a glace du refrigerateur. ***jusqu'a la date indiquee sur l'emballage au congelateur a -18c. Ne jamais recongeler un produit decongele.,"Valeur energetique pour 100 g : 1248 KJ , 299 Kcal ; Proteines 7,3 ; Glucides 25,4 ; Lipides 18,1",,"4,03","10,08"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-feuilletes-jambon-emmental-x4-auchan-400g-auchan,146087,101,761,3361.htm",FEUILLETES JAMBON EMMENTAL AUCHAN,AUCHAN,4,,G,400,Entree feuilletee garnie d'une delicieuse farce au jambon et a l'emmental.,"Pate (50%) : farine de ble, margarine (matieres grasses vegetales de palme et de colza) eau, sel, emulsifiants : mono et diglycerides d'acides gras, correcteur d'acidite : acide citrique, colorant : carotenoides melanges), eau, sel, poudre d'oeuf. Garnitu","4 jours dans le compartiment a glace du refregirateur, Plusieurs mois a -18C jusqu'a la date de consommation optimale recommandee sur l'emballage","Valeur energetique pour 100 g : 1034 KJ, 248 Kcal ; Proteines : 6,6 ; Glucides : 19 ; Lipides : 15,7",,"4,03","10,08"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-coquilles-st-jacques-x4-auchan-360g-auchan,193503,101,761,5497.htm",COQUILLES ST JACQUES AUCHAN,AUCHAN,4,,G,360,"Coquille St Jacques cuisinees a la Bretonne, surgelees.","Nois de St-Jacques 30%, eau, oignons, champignons (contient sulfites), creme fraiche (dont stabilisant : carraghenanes), vin blanc (contient sulfites), poudre de lait entier, chapelure (farine de ble, sel), amidon modifie de mais et/ou manioc et/ou riz et/ou pommes de terre, beurre, Brandy (poivre, pimentn Vermouth, huile vegetale (tournesol et/ou colza), ail, sel, aromes (contient poisson), persil.Traces eventuelles de crustaces, oeufs, fruits a coque, celeri, moutarde, soja, lupin et sesame.",A conserver au congelateur a -18C.,"Pour 100g, 450 kj (108 kcal). Proteines 5.9g, Glucides 7.1g dont sucres 2.7g, Lipides 6g dont acides gras satures 4.4g, Fibres alimentaires 0.9g, Sodium 0.32g equivalent en sel 0.81g.",,"4,90","13,61"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-coquille-saint-jacques-cuisinee-mmm-140g-mmm-,16971,101,761,5497.htm",COQUILLE SAINT-JACQUES CUISINEE MMM!,Mmm!,1,,G,140,Coquille St-Jacques* cuisinee au Vieil Armagnac - 40% de noix surgelee,"Noix de St-Jacques* 40%, eau, creme fraiche, lait entier en poudre, echalote, chapelure (farine de ble, sel), amidon transforme de mais, farine de ble, beurre (colorant : beta-carotene),  emmental,  vieil Armagnac 1,1%, Brandy, aromes (contient  poisson, celeri), ciboulette, sel, puree d'ail.",* 24heures au refrigerateur. ** 3 jours dans le compartiment a glace du refrigerateur. *** Jusqu'a la date indiquee sur l'emballage au congelateur a - 18C. Ne jamais recongeler un produit decongele.,"Valeur enValeur energetique pour 100 g : 494 KJ, 118 kcal ; Proteines 10,5 g,  Glucides 7,9 g, Lipides 4,9 g.",,"2,40","17,14"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-pizza-four-a-pierre-4-fromages-2-1-gratuite-buitoni-1-17kg-buitoni,164233,101,771,3371.htm",PIZZA FOUR A PIERRE 4 FROMAGES 2 + 1 GRATUITE BUITONI,BUITONI,1,,KG,1.17,"Pizza 4 fromages Mozzarella, Edam, Emmental, Chevre.","GARNITURE (60,5%) :  fromages (56,5%)* (edam (29,5%)*( colorant: E160a), mozzarella (19%)*, chevre (6,5%)*, emmental (1,5%)*), eau, puree de tomates (13%)*, amidon modifie de pomme de terre, sel, basilic, pulpe d'ail, persil, origan, poudre de betterave, extrait naturel de poivre.PATE CUITE (39,5%): farine de ble, eau, levure boulangere, huile de tournesol, levain de seigle et de ble (soja), sel, sucre, extrait de malt d'orge.* % rapportes a la garniture.",A conserver a -18C.,"Valeurs moyennes pour 100g : Energie : 902kJ 215 kcal Matieres grasses dont acides gras satures : 9,2g (5,1g) Glucides dont sucres : 20,1g (5,8g) Fibres alimentaires : 1,3g Proteines : 12,3g Sel : 1,3g",,"4,80","4,58"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-pizza-four-a-pierre-royale-x2-1gratuite-buitoni-1-17kg-buitoni,231792,101,771,3371.htm",PIZZA FOUR A PIERRE ROYALE X2+1GRATUITE BUITONI,BUITONI,2,,KG,1.17,"Pizza pate fine garnie de jambon, fromages, olives et basilic, surgelee.","GARNITURE (59%) : fromages (33,5%)* (mozarella, edam (colorant : E160a)), eau, jambon cuit (17%)* (viande de porc, eau, gelatine de porc, stabilisants : polyphosphates, sel, sirop de glucose, gelifiant : E407a, arome, arome de fumee, antioxydant : erythorbate de sodium, conservateur : nitrite de sodium), puree de tomates, olives (5%)*, amidon modifie de pomme de terre, huile de tournesol, creme en poudre, basilic, pulpe d'ail, sel, persil, origan, extrait de poivre. PATE CUITE (41%) : farine de ble, eau, levure boulangere, huile de tournesol, levain de seigle et de ble (soja), sel, sucre, extrait de malt d'orge. *% rapportes a la garniture.",A conserver a -18C.,"Valeurs moyennes pour 100g : Energie : 859 kJ (205kcal), Matieres grasses (dont acides gras satures) : 8,0g (3,4g), Glucides (dont ducres) : 21,8g (5,7g), Fibres alimentaires : 1,6g, Proteines : 10,5g, Sel : 1,5g",,"4,58","4,13"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-pizza-mozzarella-ristorante-dr-oetker-335g-dr-oetker,232080,101,771,3371.htm",PIZZA MOZZARELLA RISTORANTE DR OETKER,Dr Oetker,1,,G,335,"Pizza a pate fine et croustillante richement garnie de tomates, de Mozzarella et de basilic, surgelee.","Farine de ble, puree de tomate 22%, fromage mozzarella 22%, huile de colza, fromage edam, tomates en morceaux 4.3%, eau, levure de boulangerie, basilic, sel, sucre, persil, epinards, amidon modifie, matiere grasse de palme, ail, jus de citron, proteines vegetales hydrolysees, poivre, maltodextrine, poivre de Cayenne, caramel, dextrose, arome.",A conserver a -18C.,Valeurs moyennes pour 100g : Energie 1091kJ (261kcal)Graisses 13g (dont acides gras satures 4.6g)Glucides 24g (dont sucres 2.8g)Proteines 10gSel 1g,,"2,85","8,51"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-pizza-quatro-formaggi-ristorante-dr-oetker-340g-dr-oetker,232302,101,771,3371.htm",PIZZA QUATRO FORMAGGI RISTORANTE DR OETKER,Dr Oetker,1,,G,340,"Pizza a pate fine et croustillante garnie de 4 varietes de fromage : mozzarella, edam, emmental, bleu, surgelee.","Farine de ble, puree de tomate 24%, fromage mozzarella 11%, fromage edam 11%, creme fleurette, huile de colza, fromage emmental 4.2%, eau, levure de boulangerie, fromage bleu 0.7%, sucre, sel, basilic, sauce soja (eau, graines de soja, sel, farine de ble), amidon modifie, huile d'olive vierge extra, epices, origan, proteines vegetales hydrolysees, maltodextrine, ail, caramel, dextrose, extrait d'epices.",A conserver a -18C.,Valeurs moyennes pour 100g : Energie 1110kJ (265kcal)Graisses 14g (dont acides gras satures 6.2g)Glucides 24g (dont sucres 2.9g)Proteines 11gSel 1.1g,,"2,85","8,38"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-pizza-bolognaise-cuite-sur-pierre-auchan-400g-auchan,82651,101,771,3371.htm",PIZZA BOLOGNAISE CUITE SUR PIERRE AUCHAN,AUCHAN,1,,G,400,"Pizza cuite sur pierre avec viande de boeuf, edam, fromage, oignons et oignons frits, surgelee.","Pate(49%) : farine de ble, eau, levure, huile vegetale de colza, dextrose, sel, sucre. Garniture (51%) : puree de tomates 44,5%, viande de buf 21,5%, edam 9%, preparation alimentaire a base de fromage 9% (eau, fromage, matiere grasse de palme, proteines de lait, amidon de pomme de terre, sel), huile vegetale de tournesol), amidon de pommes de terre et de ble, sel, eau, sucre, farine de ble, poireau, epices, oignons rotis 0,2% (oignons, farine de ble, huile vegetale de colza, matiere grasse de palm, sel), herbes aromatiques, champignons de Paris, extrait de levure. (Pourcentages exprimes sur la garniture). Presence possible d'ufs, celeri, moutarde, soja et arachides.",A conserver a -18C.,"Pour 100 g : valeur energetique : 876 kj soit 208 kcal, proteines : 9,6g, glucides : 26,7g, lipides : 7g.",,"2,42","6,05"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-pizza-tomate-mozzarella-cuite-sur-pierre-auchan-400g-auchan,37511,101,771,3371.htm",PIZZA TOMATE/MOZZARELLA CUITE SUR PIERRE AUCHAN,AUCHAN,1,,G,400,"Pizza cuite sur pierre  Mozzarella, Tomates cerises et Basilic. Surgelee","Garniture (54%) : Puree de tomates, Mozzarella 36%,  tomates cerises 11,5%, huile vegetale de colza, herbes (dont basilic : 1%), amidons de pomme de terre et de ble, huile dolive vierge extra, oignons, sel, poireau, sucre, farine de ble, champignons, epices. (Pourcentages exprimes sur la garniture)Pate(46%) : Farine de ble, eau, levure, huile vegetale de colza, dextrose, sel, sucre.Traces eventuelles de celeri et d'arachides.",* 24 heures au refrigerateur ** 3 jours au compartiment a glace du refrigerateur *** jusqu'a la date indiquee sur l'emballage au congelateur a -18C. Ne jamais recongeler un produit decongele.,"Valeur energetique pour 100 g : 883 KJ, 210 Kcal ; Proteines : 9,5 ; Glucides : 24,7 ; Lipides : 7,5",,"2,42","6,05"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-pizza-royale-cuite-sur-pierre-auchan-400g-auchan,47921,101,771,3371.htm",PIZZA ROYALE CUITE SUR PIERRE AUCHAN,AUCHAN,1,,G,400,"Pizza cuite sur pierre avec jambon, champignons, edam, olives et emmental, surgelee","Garniture (55%) : Puree de tomates 43%, jambon cuit choix 16,8% (viande de porc, sel, dextrose de mais, sucre, stabilisants: diphosphates, triphosphates; antioxydants: ascorbate de sodium, extraits de romarin, conservateur : nitrite de sodium, fumee), champignons 12,7%, edam 10%, olives 6% (olives, eau, sel), emmental 5%, huile de colza, amidons de pommes de terre et de ble, farine de ble, oignons, sel, poireau, sucre, epices, herbes aromatiques. (Pourcentages exprimes sur la garniture)Pate (45%) : Farine de ble, eau, dextrose de mais, levure, huile de colza, sel, sucre.Traces eventuelles de celeri et d'arachides.",* 24 heures au refrigerateur ** 3 jours au compartiment a glace du refrigerateur *** jusqu'a la date indiquee sur l'emballage au congelateur a -18C. Ne jamais recongeler un produit decongele.,"Valeurs moyennes pour 100g: energie 796kJ (189kcal), proteines 8.5g, glucides 24.5g, lipides 5.7g.",,"2,42","6,05"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-pizza-chevre-cuite-sur-pierre-auchan-380g-auchan,133731,101,771,3371.htm",PIZZA CHEVRE CUITE SUR PIERRE AUCHAN,AUCHAN,1,,G,380,"Pizza cuite sur pierre au fromage de chevre, surgelee.","Pate 54% : farine de ble, eau, huile de colza, levure boulangere, sel, sucre.Garniture 46% : fromage de chevre 22,7%, tomates 21,5% (tomates pelees et jus de tomates), mozzarella (17%), fromage fondu (14%) (fromages, fromage de chevre 4.9%, eau, proteines de lait, amidon transforme de pommes de terre, aromes, sels de fonte : citrates de sodium et orthophosphonates de sodium, sel), eau, olives noires (6%) (stabilisant: gluconate ferreux), concentre de tomates (4.3%), amidon transforme de pommes de terre, sucre, sel, origan, aromes. (pourcentages exprimes sur la garniture).Presence possible de poisson, crustaces, mollusques, uf, celeri, moutarde.",A conserver a -18C.,"Valeur energetique pour 100 g : 883 KJ , 210 Kcal ; Proteines 10,1 ; Glucides 23,8 ; Lipides 7,8",,"2,42","6,37"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-pizza-chorizo-cuite-sur-pierre-auchan-400g-auchan,134641,101,771,3371.htm",PIZZA CHORIZO CUITE SUR PIERRE AUCHAN,AUCHAN,1,,G,400,"Pizza cuite sur pierre avec chorizo, poivrons et fromage. Surgelee","Pate(46%) : Farine de ble, eau, levure, huile vegetale de colza, dextrose, sel, sucre. Garniture (54%) : Puree de tomates, chorizo 14.5% (viande de porc, gras de porc, sel, epices, dextrose, extrait d'epices, conservateur : nitrite de sodium, arome naturel de fumee), poivrons 14.5%, eau, fromage 6% (colorant : beta-carotene), graisse vegetale de palme, proteines de lait, amidon de pomme de terre, sucre, sel, herbes aromatiques, epices.Pourcentages exprimes sur la garniture.Presence possible doeufs, moutarde, celeri, soja et arachides.",* 24 heures au refrigerateur** 3 jours au compartiment a glace du refrigerateur*** jusqu'a la date indiquee sur l'emballage au congelateur a -18CNe jamais recongeler un produit decongele.,"ValeuValeur energetique pour 100g : 889,7 KJ, 211,9 kcal ; Proteines 7,9g, Glucides 25,5g, Lipides 8,7g.",,"2,42","6,05"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-pizza-fruits-de-mer-auchan-400g-auchan,185481,101,771,3371.htm",PIZZA FRUITS DE MER AUCHAN,AUCHAN,1,,G,400,"Pizza cuite sur pierre avec thon, moules, crevettes, palourdes, calamars, surgelee.","Pate 46% : Farine de ble, eau, levure, huile vegetale de colza, dextrose, sel, sucre. Garniture 54% : Puree de tomate, thon a l'huile (thon 9%, huile de tournesol, sel), edam (colorant : beta-carotene) 8.5%, moules 7%, olives 6%, crevettes 6%, palourdes 6%, eau, calamars 4%, fromage (colorant : beta-carotene), graisse de palme, huile vegetale de colza, herbes aromatiques, proteines de lait, oignons, amidons de pomme de terre et de ble, farine de ble, capres, sucre, margarine, sel, epices, ail, lactose, proteines de soja et de mais hydrolysees. (Pourcentages exprimes sur la garniture) Traces eventuelles d'oeufs, celeri, moutarde , soja et arachides.",* 24 heures au refregirateur ** 3 jours au compartiment a glace du refrigerateur ***jusqu'a la date indiquee sur l'emballage au congelateur a -18C. Ne jamais recongeler un produit decongele.,"Pour 100g, 826 kj (196 kcal). Proteines 9.3g, Glucides 24.7 dont sucres 2.1g, Lipides 6.7g dont acides gras satures 2.1g, Fibres alimentaires 0.8g, Sodium 0.47g equivalent en sel 1.19g.",,"2,42","6,05"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-pizza-4-fromages-cuite-au-feu-de-bois-auchan-420g-auchan,35601,101,771,3371.htm",PIZZA 4 FROMAGES CUITE AU FEU DE BOIS AUCHAN,AUCHAN,1,,G,420,"Pizza 4 fromage, surgelee, cuite au feu de bois.","Pate (51%) : farine de ble, eau, huile de tournesol, levure boulangere, sel. Garniture (49%) : puree de tomate,  emmental 25%, fromage pour tartiflette 14%, gorgonzola 9%,  olives noires a la grecque 5% ( olives, sel ), pecorine 4,5%, huile de tournesol, sel, sucre, epices et plantes aromatiques, aromes.",*24 heures au refrigerateur. **3 jours au compartiment a glace du refrigerateur. ***jusqua la date indiquee sur lemballage au congelateur a 18C. Ne jamais recongeler un produit decongele.,"Valeurs moyennes pour 100g : energie 1021kJ (244kcal), proteines 10.2g, glucides 25.4g (dont sucres 3.4g), lipides 10.7g (dont satures 5.4g), fibres 2.5g, sodium 0.561g.",,"2,99","7,12"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-pizza-royale-feu-de-bois-auchan-440g-auchan,209383,101,771,3371.htm",PIZZA ROYALE FEU DE BOIS AUCHAN,AUCHAN,1,,G,440,"Pizza royale au jambon, aux champignons et au fromage, surgelee, cuite au feu de bois.","Garniture (56%): puree de tomate, jambon cuit choix 17% (jambon de porc, sel, dextrose, bouillon, antioxydant: erythorbate de sodium, conservateur: nitrie de sodium), champignons de Paris 17%, fromage rape 17% (maasdam, anti-agglomerant: amidon de pomme de terre), olives noires a la grecque 4% (olives, sel), huile de tournesol, sel, sucre, epices et plantes aromatiques, aromes. Pourcentages exprimes sur la garniture.Pate (44%): farine de ble, eau, huile de tournesol, levure boulangere, sel.",Au congelateur a -18C.,"Valeurs moyennes pour 100g: energie 794kJ (189kcal); proteines 7,4g; glucides 25,5g dont sucres 3,5g; lipides 5,9g dont satures 2,5g; fibres alimentaires 2g; sodium 0,496g.",,"2,99","6,80"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-pizza-bio-3-fromages-cuite-au-feu-de-bois-auchan-380g-auchan,159059,101,771,3371.htm",PIZZA BIO 3 FROMAGES CUITE AU FEU DE BOIS AUCHAN,AUCHAN,1,,G,380,"Pizza 3 fromages, cuite au feu de bois, surgelee, issue de l'agriculture biologique.","Pate 52 %: farine de ble*, eau, huile de tournesol*, levure boulangere, sel.Garniture 48 %: puree de tomates*,  emmental* 9%, mozzarelle* 9%, gorgonzola* 5%, huile de tournesol*, sel, epices* et plantes aromatiques*. Pourcentages exprimes sur le produit fini.* Ingredients issus de l'agriculture biologique.Traces eventuelles de celeri et de moutarde.",A conserver jusqu'a la date indiquee sur l'emballage au congelateur a -18C. Ne jamais recongeler un produit decongele.,"Valeur energetique pour 100g : 1081 KJ, 258 Kcal ; Proteines : 10,3g ; Glucides : 27,7g ; Lipides : 11,4g",,"3,16","8,32"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-pizza-l-extra-moelleuse-4-fromages-auchan-600g-auchan,200667,101,771,3371.htm",PIZZA l'EXTRA MOELLEUSE 4 FROMAGES AUCHAN,AUCHAN,1,,G,600,"Pizza a pate crue, garnie de sauce tomate, fromages et origan, surgelee.","Pate 58,3% : farine de ble, huile de tournesol, proteines de lait, levure, sel, farine de ble malte, lait ecreme en poudre, agent de traitement de la farine : acide ascorbique.Garniture 41,7% : puree de tomate 22,8%, mozzarella 18,8%, emmental 18,8%, edamer 18,6%, preparation alimentaire au gorgonzola 8,8% (gorgonzola 33%, eau, fromage, beurre, correcteur d'acidite : acide citrique, sel), eau, huile de tournesol, vin blanc, concentre de tomate 0,7%, sucre, oignon, arome, basilic, origan 0,1%, sel, poivre, ail.Traces eventuelles de : crustaces, oeuf, poisson, soja, fruits a coques, celeri, moutarde, sesame, mollusques.",A conserver a -18C.,"Valeurs moyennes pour 100g : 1110 kj, 2665 kcal ; proteines 11,2g ; glucides 29,8g dont sucres 1,6g ; lipides 10,5g dont acides gras satures 4g ; fibres alimentaires 3g ; sodium 0,51g equivalent en sel 1,3g.",,"3,91","6,52"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-pizza-speciale-ristorante-dr-oetker-330g-dr-oetker,152803,101,771,3371.htm",PIZZA SPECIALE RISTORANTE DR OETKER,Dr Oetker,1,,G,330,"Pizza a pate fine et croustillante richement garnie de fromage, de salami, de champignons et de jambon.","Farine de ble, 24% puree de tomate, 15% gouda, 10% jambon cuit (viande de porc, eau, sel, dextrose, arome, arome fume), 5,5% champignons, huile vegetale, levure, sel iode, sucre, amidon modifie, jus de citron, epices, origan, persil, acidifiant (acide lactique), ail, lactose, maltodextrine.","A conserver 24 heures au refrigerateur, 3 jours dans le compartiment a glace du refrigerateur, jusqu'a la date indiquee sur l'emballage au congelateur a -18C. Ne jamais recongeler un produit decongele.","Pour 100 g : valeurs energetiques : 1065 kj soit 255 kcal, proteines : 10,0g, glucides : 23,5g, lipides : 13,3g.",,"2,69","8,15"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-pizza-ristorante-vegetale-dr-oetker-385g-dr-oetker,152807,101,771,3371.htm",PIZZA RISTORANTE VEGETALE DR OETKER,Dr Oetker,1,,G,385,"Pizza a pate fine et croustillante richement garnie de tomates, de poivrons, de piments et d'oignons.","Farine de ble, 19% puree de tomate, 12% fromage (mozzarella, edam), 9% tomates cerises, 9% poivrons, eau, creme aigre, huile vegetale, 3% oignon, 3% preparation de piments (piments, eau, vinaigre de vin, sel, antioxydant (acid ascorbique), acidifiant (acide citrique)), 1.5% olives, levure, sel iode, sucre, amidon modifie, ail, origan, cosses de piment, poivrons, concentre de tomates, proteines de soja hydrolysees, acidifiant (acide lactique), extrait de levure, matiere grasse vegetale, vinaigre de vin, farine de riz, caramel, dextrose, carottes en poudre, oignons en poudre, poivre.","A conserver 24 heures au refrigerateur, 3 jours dans le compartiment a glace du refrigerateur, jusqu'a la date indiquee sur l'emballage au congelateur a -18C. Ne jamais recongeler un produit decongele.","Pour 100g : valeur energetique : 830 kj soit 198 kcal, proteines : 12.9g, glucides : 42.5g, lipides : 17.5g.",,"2,65","6,88"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-pizza-four-a-pierre-4-fromages-buitoni-390g-buitoni,134661,101,771,3371.htm",PIZZA FOUR A PIERRE 4 FROMAGES BUITONI,BUITONI,1,,G,390,"Pizza surgelee aux 4 fromages : Mozzarella, Edam, Emmental, Chevre.","Garniture 60.8% : fromages 57.5% (edam 30.5%, mozzarella 19.5%, chevre 6%, emmental 1.5%), eau, puree de tomates 14.5%, amidon modifie de pomme de terre, sel, basilic, pulpe d'ail, origan, persil, poudre de betterave, extrait de poivre, colorant : E160a.Pate cuite 39.2% : farine de ble, eau, levure boulangere, huile de tournesol, levain de seigle et de ble (soja), sel, sucre, extrait de malt (orge).",A conserver a -18C.,"Pour 100 g : valeur energetique : 946 kj soit 225 kcal, proteines : 11,5g, glucides : 24,3g, lipides : 8,8g.",,"2,85","7,31"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-pizza-four-a-pierre-bolognaise-buitoni-390g-buitoni,134671,101,771,3371.htm",PIZZA FOUR A PIERRE BOLOGNAISE BUITONI,BUITONI,1,,G,390,"Pizza garnie de viande de buf , fromages","Garniture 55,2% : pulpe de tomate (24%)*, viande de buf cuite (21%)*, eau, fromages (12,4%)* (emmental (6,2%)*, edam), oignons, huile vegetale, amidon transforme de pommes de terre, proteines de lait, sel, sucre, pulpe d'ail, herbes aromatiques (persil, origan), extraits naturels d'epices et d'herbes aromatiques (poivre, origan, muscade, cannelle, thym, laurier, girofle), aromes, colorant E160a.Pate cuite 44,8% : farine de ble, eau, levure boulangere, huile de tournesol, sel, sucre, extrait de malt d'orge.*Pourcentage indique sur la garniture.",A conserver a -18C,"Valeur energetique pour 100g : 852 kj, 203 kcal ; proteines 9,3g ; glucides 24,3g ; lipides 7,6g.",,"2,89","7,41"
